file_name,c_count,c_size,b_count,b_size,prod_uri,uat_uri
DDHTPC175,0,591,2,472,https://www.findata.com.tw/redirect?i=18&f=1&fc=DDHTPC175&fd=,https://www.findata.com.tw/redirect?i=18&f=1&fc=DDHTPC175&fd=test
